# Key,Recommendation_1,Recommendation_2,Recommendation_3,Recommendation_4,Recommendation_5,Recommendation_6,Recommendation_7,Recommendation_8,Recommendation_9,Recommendation_10,Recommendation_11,Recommendation_12,Recommendation_13,Recommendation_14,Recommendation_15,Recommendation_16,Recommendation_17,Recommendation_18,Recommendation_19,Recommendation_20,Recommendation_21,Recommendation_22,Recommendation_23,Recommendation_24,Recommendation_25,Recommendation_26,Recommendation_27,Recommendation_28,Recommendation_29,Recommendation_30,Recommendation_31,Recommendation_32,Recommendation_33,Recommendation_34,Recommendation_35,Recommendation_36,Recommendation_37,Recommendation_38,Recommendation_39,Recommendation_40,Recommendation_41,Recommendation_42,Recommendation_43,Recommendation_44,Recommendation_45,Recommendation_46,Recommendation_47,Recommendation_48,Recommendation_49,Recommendation_50,Recommendation_51,Recommendation_52,Recommendation_53,Recommendation_54,Recommendation_55,Recommendation_56,Recommendation_57,Recommendation_58,Recommendation_59,Recommendation_60,Recommendation_61,Recommendation_62,Recommendation_63,Recommendation_64,Recommendation_65,Recommendation_66,Recommendation_67,Recommendation_68,Recommendation_69,Recommendation_70,Recommendation_71,Recommendation_72,Recommendation_73,Recommendation_74,Recommendation_75,Recommendation_76,Recommendation_77,Recommendation_78,Recommendation_79,Recommendation_80,Recommendation_81,Recommendation_82,Recommendation_83,Recommendation_84,Recommendation_85,Recommendation_86,Recommendation_87,Recommendation_88,Recommendation_89,Recommendation_90,Recommendation_91,Recommendation_92,Recommendation_93,Recommendation_94,Recommendation_95,Recommendation_96,Recommendation_97,Recommendation_98,Recommendation_99,Recommendation_100
US_0000000000000627,US_0000000000004002,US_0000000000003826,US_0000000000003624,US_0000000000005709,US_0000000000005785,US_0000000000005705,US_0000000000005786,US_0000000000003798,US_0000000000001719,US_0000000000000640,US_0000000000025166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002367,US_0000000000025190,US_0000000000001190,US_0000000000001119,US_0000000000001191,US_0000000000001064,US_0000000000001623,US_0000000000000020,US_0000000000002373,US_0000000000001386,US_0000000000001493,US_0000000000001211,US_0000000000001491,US_0000000000002354,US_0000000000001392,US_0000000000001152,US_0000000000001964,US_0000000000007400,US_0000000000001373,US_0000000000034425,US_0000000000034062,US_0000000000009548,US_0000000000034063,US_0000000000002097,US_0000000000000090,US_0000000000032599,US_0000000000000192,US_0000000000007656,US_0000000000000170,US_0000000000001980,US_0000000000039810,US_0000000000042472,US_0000000000039809,US_0000000000002558,US_0000000000009234,US_0000000000007235,US_0000000000033339,US_0000000000002584,US_0000000000002097,US_0000000000001114,US_0000000000000129,US_0000000000005046,US_0000000000001533,US_0000000000000038,US_0000000000000047,US_0000000000001671,US_0000000000002966,US_0000000000015930,US_0000000000038208,US_0000000000000273,US_0000000000000041,US_0000000000000272,US_0000000000005587,US_0000000000017873,US_0000000000000098,US_0000000000001380,US_0000000000007698,US_0000000000062545,US_0000000000011033,US_0000000000062546,US_0000000000000208,US_0000000000001262,US_0000000000001254,US_0000000000000197,US_0000000000003801,US_0000000000002355,US_0000000000058782,US_0000000000002650,US_0000000000034051,US_0000000000023274,US_0000000000002045,US_0000000000020375,US_0000000000002249,US_0000000000001748,US_0000000000008648,US_0000000000025261,US_0000000000002803,US_0000000000000294,US_0000000000001017,US_0000000000001411,US_0000000000003848,US_0000000000004025,US_0000000000004033,US_0000000000001435,US_0000000000002372,US_0000000000000911,US_0000000000000064,US_0000000000058401,US_0000000000000065,US_0000000000058402,US_0000000000009030,US_0000000000009035,US_0000000000000655,US_0000000000018359,US_0000000000003357,US_0000000000000769,US_0000000000001104,US_0000000000004418,US_0000000000002156,US_0000000000001103,US_0000000000002157
US_0000000000000570,US_0000000000053051,US_0000000000000903,US_0000000000001832,US_0000000000053025,US_0000000000053049,US_0000000000002575,US_0000000000001595,US_0000000000053050,US_0000000000002541,US_0000000000002020,US_0000000000001373,US_0000000000007400,US_0000000000034063,US_0000000000034062,US_0000000000009548,US_0000000000034425,US_0000000000001146,US_0000000000001759,US_0000000000062546,US_0000000000007698,US_0000000000062545,US_0000000000011033,US_0000000000001619,US_0000000000002316,US_0000000000002286,US_0000000000002355,US_0000000000058782,US_0000000000001970,US_0000000000001680,US_0000000000023274,US_0000000000002045,US_0000000000034051,US_0000000000002373,US_0000000000002671,US_0000000000001758,US_0000000000001652,US_0000000000031581,US_0000000000001553,US_0000000000001345,US_0000000000002378,US_0000000000000201,US_0000000000001447,US_0000000000000098,US_0000000000000220,US_0000000000000210,US_0000000000001793,US_0000000000001470,US_0000000000001964,US_0000000000001152,US_0000000000007857,US_0000000000004576,US_0000000000001580,US_0000000000000485,US_0000000000001163,US_0000000000002056,US_0000000000002041,US_0000000000001340,US_0000000000001409,US_0000000000010889,US_0000000000001435,US_0000000000001710,US_0000000000015930,US_0000000000002966,US_0000000000038208,US_0000000000001234,US_0000000000005058,US_0000000000010529,US_0000000000004690,US_0000000000002817,US_0000000000007454,US_0000000000001579,US_0000000000001153,US_0000000000001472,US_0000000000001671,US_0000000000001748,US_0000000000000197,US_0000000000001254,US_0000000000001705,US_0000000000001786,US_0000000000001411,US_0000000000002249,US_0000000000002650,US_0000000000001773,US_0000000000001493,US_0000000000003644,US_0000000000002653,US_0000000000001709,US_0000000000001207,US_0000000000002326,US_0000000000009030,US_0000000000005786,US_0000000000010292,US_0000000000007308,US_0000000000009035,US_0000000000008648,US_0000000000001380,,,,
US_0000000000002021,US_0000000000053049,US_0000000000053051,US_0000000000001832,US_0000000000002575,US_0000000000001595,US_0000000000053025,US_0000000000053050,US_0000000000000903,US_0000000000002541,US_0000000000002020,US_0000000000007400,US_0000000000001373,US_0000000000034062,US_0000000000034063,US_0000000000009548,US_0000000000034425,US_0000000000001759,US_0000000000001146,US_0000000000011033,US_0000000000007698,US_0000000000062545,US_0000000000062546,US_0000000000001619,US_0000000000002316,US_0000000000002286,US_0000000000058782,US_0000000000002355,US_0000000000001680,US_0000000000001970,US_0000000000034051,US_0000000000023274,US_0000000000002045,US_0000000000002373,US_0000000000002671,US_0000000000031581,US_0000000000001758,US_0000000000001652,US_0000000000001553,US_0000000000002378,US_0000000000001345,US_0000000000000201,US_0000000000001447,US_0000000000000098,US_0000000000000220,US_0000000000000210,US_0000000000001793,US_0000000000001470,US_0000000000001964,US_0000000000001152,US_0000000000007857,US_0000000000004576,US_0000000000002056,US_0000000000002041,US_0000000000000485,US_0000000000001163,US_0000000000001580,US_0000000000001340,US_0000000000001409,US_0000000000010889,US_0000000000001435,US_0000000000001710,US_0000000000015930,US_0000000000002966,US_0000000000038208,US_0000000000001234,US_0000000000005058,US_0000000000010529,US_0000000000004690,US_0000000000007454,US_0000000000001579,US_0000000000001153,US_0000000000002817,US_0000000000001472,US_0000000000001671,US_0000000000001748,US_0000000000000197,US_0000000000001254,US_0000000000001786,US_0000000000001705,US_0000000000001411,US_0000000000002249,US_0000000000002650,US_0000000000001773,US_0000000000001493,US_0000000000003644,US_0000000000001207,US_0000000000002653,US_0000000000001709,US_0000000000002326,US_0000000000009030,US_0000000000005786,US_0000000000010292,US_0000000000007308,US_0000000000009035,US_0000000000008648,US_0000000000001380,,,,
US_0000000000002040,US_0000000000053050,US_0000000000002575,US_0000000000001595,US_0000000000000903,US_0000000000053049,US_0000000000053051,US_0000000000053025,US_0000000000001832,US_0000000000002020,US_0000000000002541,US_0000000000007400,US_0000000000001373,US_0000000000034062,US_0000000000009548,US_0000000000034425,US_0000000000034063,US_0000000000001146,US_0000000000001759,US_0000000000062545,US_0000000000007698,US_0000000000011033,US_0000000000062546,US_0000000000002316,US_0000000000001619,US_0000000000002286,US_0000000000002355,US_0000000000058782,US_0000000000001970,US_0000000000001680,US_0000000000002045,US_0000000000023274,US_0000000000034051,US_0000000000002373,US_0000000000031581,US_0000000000001652,US_0000000000002671,US_0000000000001758,US_0000000000001553,US_0000000000000201,US_0000000000001345,US_0000000000002378,US_0000000000001447,US_0000000000000098,US_0000000000000210,US_0000000000000220,US_0000000000001793,US_0000000000001470,US_0000000000001152,US_0000000000001964,US_0000000000004576,US_0000000000007857,US_0000000000002056,US_0000000000001580,US_0000000000001163,US_0000000000002041,US_0000000000000485,US_0000000000001340,US_0000000000001409,US_0000000000010889,US_0000000000001435,US_0000000000001710,US_0000000000038208,US_0000000000015930,US_0000000000002966,US_0000000000010529,US_0000000000005058,US_0000000000001234,US_0000000000004690,US_0000000000007454,US_0000000000001579,US_0000000000001153,US_0000000000002817,US_0000000000001472,US_0000000000001671,US_0000000000001748,US_0000000000001254,US_0000000000000197,US_0000000000001705,US_0000000000001786,US_0000000000001411,US_0000000000002249,US_0000000000002650,US_0000000000001773,US_0000000000001493,US_0000000000003644,US_0000000000001709,US_0000000000002653,US_0000000000001207,US_0000000000002326,US_0000000000009030,US_0000000000005786,US_0000000000010292,US_0000000000007308,US_0000000000009035,US_0000000000008648,US_0000000000001380,,,,
US_0000000000002381,US_0000000000000903,US_0000000000053051,US_0000000000001832,US_0000000000002575,US_0000000000053050,US_0000000000053025,US_0000000000001595,US_0000000000053049,US_0000000000002020,US_0000000000002541,US_0000000000007400,US_0000000000001373,US_0000000000034425,US_0000000000034062,US_0000000000034063,US_0000000000009548,US_0000000000001146,US_0000000000001759,US_0000000000062546,US_0000000000011033,US_0000000000062545,US_0000000000007698,US_0000000000001619,US_0000000000002316,US_0000000000002286,US_0000000000002355,US_0000000000058782,US_0000000000001970,US_0000000000001680,US_0000000000002045,US_0000000000034051,US_0000000000023274,US_0000000000002373,US_0000000000002671,US_0000000000001758,US_0000000000031581,US_0000000000001652,US_0000000000001553,US_0000000000000201,US_0000000000002378,US_0000000000001345,US_0000000000001447,US_0000000000000098,US_0000000000000220,US_0000000000000210,US_0000000000001793,US_0000000000001470,US_0000000000001964,US_0000000000001152,US_0000000000007857,US_0000000000004576,US_0000000000001163,US_0000000000002056,US_0000000000000485,US_0000000000001580,US_0000000000002041,US_0000000000001340,US_0000000000001409,US_0000000000010889,US_0000000000001435,US_0000000000001710,US_0000000000015930,US_0000000000002966,US_0000000000038208,US_0000000000010529,US_0000000000005058,US_0000000000001234,US_0000000000004690,US_0000000000007454,US_0000000000001153,US_0000000000002817,US_0000000000001579,US_0000000000001472,US_0000000000001671,US_0000000000001748,US_0000000000001254,US_0000000000000197,US_0000000000001786,US_0000000000001705,US_0000000000001411,US_0000000000002249,US_0000000000002650,US_0000000000001773,US_0000000000001493,US_0000000000003644,US_0000000000001709,US_0000000000002653,US_0000000000001207,US_0000000000002326,US_0000000000009030,US_0000000000005786,US_0000000000010292,US_0000000000007308,US_0000000000009035,US_0000000000008648,US_0000000000001380,,,,
US_0000000000008854,US_0000000000000903,US_0000000000002575,US_0000000000053049,US_0000000000001595,US_0000000000001832,US_0000000000053051,US_0000000000053050,US_0000000000053025,US_0000000000002020,US_0000000000002541,US_0000000000007400,US_0000000000001373,US_0000000000034063,US_0000000000034062,US_0000000000034425,US_0000000000009548,US_0000000000001146,US_0000000000001759,US_0000000000062546,US_0000000000062545,US_0000000000007698,US_0000000000011033,US_0000000000001619,US_0000000000002316,US_0000000000002286,US_0000000000002355,US_0000000000058782,US_0000000000001680,US_0000000000001970,US_0000000000023274,US_0000000000002045,US_0000000000034051,US_0000000000002373,US_0000000000001652,US_0000000000031581,US_0000000000001758,US_0000000000002671,US_0000000000001553,US_0000000000001345,US_0000000000000201,US_0000000000002378,US_0000000000001447,US_0000000000000098,US_0000000000000210,US_0000000000000220,US_0000000000001793,US_0000000000001470,US_0000000000001964,US_0000000000001152,US_0000000000007857,US_0000000000004576,US_0000000000001580,US_0000000000002056,US_0000000000002041,US_0000000000001163,US_0000000000000485,US_0000000000001340,US_0000000000001409,US_0000000000010889,US_0000000000001435,US_0000000000001710,US_0000000000002966,US_0000000000015930,US_0000000000038208,US_0000000000001234,US_0000000000005058,US_0000000000010529,US_0000000000004690,US_0000000000002817,US_0000000000001153,US_0000000000007454,US_0000000000001579,US_0000000000001472,US_0000000000001671,US_0000000000001748,US_0000000000000197,US_0000000000001254,US_0000000000001786,US_0000000000001705,US_0000000000001411,US_0000000000002249,US_0000000000002650,US_0000000000001773,US_0000000000001493,US_0000000000003644,US_0000000000001709,US_0000000000001207,US_0000000000002653,US_0000000000002326,US_0000000000009030,US_0000000000005786,US_0000000000010292,US_0000000000007308,US_0000000000009035,US_0000000000008648,US_0000000000001380,,,,
US_0000000000010795,US_0000000000004002,US_0000000000002659,US_0000000000003666,US_0000000000001134,US_0000000000003022,US_0000000000002088,US_0000000000001955,US_0000000000001523,US_0000000000003925,US_0000000000004020,US_0000000000004009,US_0000000000003831,US_0000000000001715,US_0000000000001479,US_0000000000003996,US_0000000000003856,US_0000000000003995,US_0000000000009035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002556,US_0000000000002643,US_0000000000001252,US_0000000000010471,US_0000000000001238,US_0000000000001224,US_0000000000000861,US_0000000000001401,US_0000000000002679,US_0000000000001871,US_0000000000056259,US_0000000000001996,US_0000000000061293,US_0000000000001425,US_0000000000000679,US_0000000000061294,US_0000000000000294,US_0000000000001017,US_0000000000002438,US_0000000000001624,US_0000000000001792,US_0000000000000107,US_0000000000002372,US_0000000000000798,US_0000000000001521,US_0000000000005579,US_0000000000003976,US_0000000000003829,US_0000000000004228,US_0000000000001227,US_0000000000001522,US_0000000000000108,US_0000000000000532,US_0000000000002875,US_0000000000001798,US_0000000000025261,US_0000000000002803,US_0000000000020375,US_0000000000001475,US_0000000000001409,US_0000000000003961,US_0000000000005629,US_0000000000001493,US_0000000000023274,US_0000000000034051,US_0000000000002045,US_0000000000005046,US_0000000000000129,US_0000000000002659,US_0000000000004002,US_0000000000003666,US_0000000000001380,US_0000000000000272,US_0000000000000273,US_0000000000000041,US_0000000000004030,US_0000000000003995,US_0000000000001152,US_0000000000001964,US_0000000000001040,US_0000000000014719,US_0000000000007234,US_0000000000001671,US_0000000000009172,US_0000000000000318,US_0000000000001812,US_0000000000000286,US_0000000000007783,US_0000000000010292,US_0000000000001843,US_0000000000000289,US_0000000000006376,US_0000000000036400,US_0000000000002326,US_0000000000008648,US_0000000000007308,US_0000000000002051,US_0000000000008854,US_0000000000002021,US_0000000000002040,US_0000000000000570,US_0000000000000388,US_0000000000045064,US_0000000000002016,US_0000000000002381,US_0000000000001044,US_0000000000010534,US_0000000000001710,,,,,,,,,,,,,
US_0000000000001381,US_0000000000001352,US_0000000000001461,US_0000000000000999,US_0000000000001511,US_0000000000002501,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000272,US_0000000000000273,US_0000000000000041,US_0000000000003831,US_0000000000004009,US_0000000000003839,US_0000000000001522,US_0000000000004228,US_0000000000001227,US_0000000000000020,US_0000000000000808,US_0000000000001134,US_0000000000010924,US_0000000000010260,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000002655,US_0000000000001053,US_0000000000002615,US_0000000000001035,US_0000000000002822,US_0000000000039440,US_0000000000039441,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001525,US_0000000000001352,US_0000000000000999,US_0000000000001461,US_0000000000002501,US_0000000000001511,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000003831,US_0000000000004009,US_0000000000003839,US_0000000000001522,US_0000000000001227,US_0000000000004228,US_0000000000000020,US_0000000000000808,US_0000000000001134,US_0000000000010260,US_0000000000010924,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000001053,US_0000000000039440,US_0000000000002655,US_0000000000002822,US_0000000000039441,US_0000000000002615,US_0000000000001035,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001827,US_0000000000001352,US_0000000000001461,US_0000000000000999,US_0000000000001511,US_0000000000002501,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000272,US_0000000000000273,US_0000000000000041,US_0000000000004009,US_0000000000003831,US_0000000000003839,US_0000000000001227,US_0000000000001522,US_0000000000004228,US_0000000000000020,US_0000000000000808,US_0000000000001134,US_0000000000010260,US_0000000000010924,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000002822,US_0000000000001035,US_0000000000039440,US_0000000000002615,US_0000000000001053,US_0000000000039441,US_0000000000002655,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000005030,US_0000000000001352,US_0000000000000999,US_0000000000001461,US_0000000000001511,US_0000000000002501,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000272,US_0000000000000273,US_0000000000000041,US_0000000000003831,US_0000000000004009,US_0000000000003839,US_0000000000001227,US_0000000000004228,US_0000000000001522,US_0000000000000020,US_0000000000000808,US_0000000000010260,US_0000000000010924,US_0000000000001134,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000001053,US_0000000000002822,US_0000000000002655,US_0000000000002615,US_0000000000039441,US_0000000000001035,US_0000000000039440,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000010583,US_0000000000001352,US_0000000000000999,US_0000000000001461,US_0000000000001511,US_0000000000002501,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000003831,US_0000000000004009,US_0000000000003839,US_0000000000004228,US_0000000000001522,US_0000000000001227,US_0000000000000020,US_0000000000000808,US_0000000000010924,US_0000000000001134,US_0000000000010260,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000039441,US_0000000000002655,US_0000000000002615,US_0000000000039440,US_0000000000002822,US_0000000000001035,US_0000000000001053,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000010794,US_0000000000001352,US_0000000000001461,US_0000000000000999,US_0000000000001511,US_0000000000002501,US_0000000000004037,US_0000000000011805,US_0000000000004034,US_0000000000004040,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000004009,US_0000000000003831,US_0000000000003839,US_0000000000004228,US_0000000000001522,US_0000000000001227,US_0000000000000020,US_0000000000000808,US_0000000000001134,US_0000000000010260,US_0000000000010924,US_0000000000001392,US_0000000000000108,US_0000000000001955,US_0000000000002122,US_0000000000001500,US_0000000000001695,US_0000000000001035,US_0000000000001053,US_0000000000002615,US_0000000000002655,US_0000000000039440,US_0000000000002822,US_0000000000039441,US_0000000000020375,US_0000000000009035,US_0000000000001893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000097,US_0000000000004025,US_0000000000003848,US_0000000000004033,US_0000000000003998,US_0000000000003633,US_0000000000003624,US_0000000000003826,US_0000000000001956,US_0000000000003830,US_0000000000003802,US_0000000000005786,US_0000000000002088,US_0000000000001523,US_0000000000025166,US_0000000000001719,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000000856,US_0000000000003848,US_0000000000004033,US_0000000000004025,US_0000000000003998,US_0000000000003633,US_0000000000003826,US_0000000000003624,US_0000000000001956,US_0000000000003830,US_0000000000003802,US_0000000000005786,US_0000000000002088,US_0000000000001523,US_0000000000001719,US_0000000000025166,US_0000000000000640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000025567,US_0000000000009783,US_0000000000010452,US_0000000000001482,US_0000000000012920,US_0000000000000208,US_0000000000001262,US_0000000000001715,US_0000000000001479,US_0000000000001710,US_0000000000005695,US_0000000000001044,US_0000000000010534,US_0000000000030267,US_0000000000003555,US_0000000000003992,US_0000000000001698,US_0000000000004025,US_0000000000004033,US_0000000000003848,US_0000000000001656,US_0000000000000303,US_0000000000005587,US_0000000000017873,US_0000000000000129,US_0000000000005046,US_0000000000002326,US_0000000000001479,US_0000000000001645,US_0000000000005585,US_0000000000001956,US_0000000000005620,US_0000000000005623,US_0000000000001322,US_0000000000000027,US_0000000000004526,US_0000000000001521,US_0000000000000798,US_0000000000009035,US_0000000000020375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001828,US_0000000000002286,US_0000000000034051,US_0000000000023274,US_0000000000002045,US_0000000000001409,US_0000000000000289,US_0000000000002824,US_0000000000000088,US_0000000000020567,US_0000000000002056,US_0000000000000485,US_0000000000001580,US_0000000000001163,US_0000000000002041,US_0000000000000752,US_0000000000002513,US_0000000000002512,US_0000000000004526,US_0000000000001322,US_0000000000000027,US_0000000000001283,US_0000000000002423,US_0000000000000821,US_0000000000005046,US_0000000000000129,US_0000000000001810,US_0000000000001493,US_0000000000010452,US_0000000000009783,US_0000000000001681,US_0000000000002803,US_0000000000025261,US_0000000000007400,US_0000000000001373,US_0000000000002316,US_0000000000001619,US_0000000000000131,US_0000000000001444,US_0000000000002386,US_0000000000002278,US_0000000000002249,US_0000000000001386,US_0000000000000098,US_0000000000000294,US_0000000000001017,US_0000000000001798,US_0000000000002032,US_0000000000044691,US_0000000000002650,US_0000000000001705,US_0000000000001786,US_0000000000001908,US_0000000000002332,US_0000000000000197,US_0000000000001254,US_0000000000020375,US_0000000000001411,US_0000000000001435,US_0000000000010292,US_0000000000000272,US_0000000000000041,US_0000000000000273,US_0000000000003829,US_0000000000005579,US_0000000000003976,US_0000000000001447,US_0000000000003633,US_0000000000004175,US_0000000000003801,US_0000000000001748,US_0000000000001533,US_0000000000009035,US_0000000000008854,US_0000000000045064,US_0000000000000388,US_0000000000002021,US_0000000000002016,US_0000000000000570,US_0000000000002040,US_0000000000002381,US_0000000000002051,US_0000000000008648,US_0000000000001380,US_0000000000009030,US_0000000000002322,US_0000000000001710,,,,,,,,,,,,,,
US_0000000000007411,US_0000000000002286,US_0000000000034051,US_0000000000002045,US_0000000000023274,US_0000000000001409,US_0000000000000289,US_0000000000002824,US_0000000000000088,US_0000000000020567,US_0000000000001163,US_0000000000002041,US_0000000000002056,US_0000000000000485,US_0000000000001580,US_0000000000002513,US_0000000000002512,US_0000000000000752,US_0000000000001322,US_0000000000000027,US_0000000000004526,US_0000000000001283,US_0000000000002423,US_0000000000000821,US_0000000000000129,US_0000000000005046,US_0000000000001810,US_0000000000001493,US_0000000000009783,US_0000000000010452,US_0000000000001681,US_0000000000025261,US_0000000000002803,US_0000000000007400,US_0000000000001373,US_0000000000001619,US_0000000000002316,US_0000000000000131,US_0000000000001444,US_0000000000002386,US_0000000000002278,US_0000000000002249,US_0000000000001386,US_0000000000000098,US_0000000000000294,US_0000000000001017,US_0000000000001798,US_0000000000002032,US_0000000000044691,US_0000000000002650,US_0000000000001705,US_0000000000001786,US_0000000000001908,US_0000000000002332,US_0000000000000197,US_0000000000001254,US_0000000000020375,US_0000000000001411,US_0000000000001435,US_0000000000010292,US_0000000000000041,US_0000000000000272,US_0000000000000273,US_0000000000003976,US_0000000000003829,US_0000000000005579,US_0000000000001447,US_0000000000003633,US_0000000000004175,US_0000000000003801,US_0000000000001748,US_0000000000001533,US_0000000000009035,US_0000000000002381,US_0000000000002040,US_0000000000002016,US_0000000000002021,US_0000000000000388,US_0000000000000570,US_0000000000045064,US_0000000000002051,US_0000000000008854,US_0000000000008648,US_0000000000001380,US_0000000000009030,US_0000000000002322,US_0000000000001710,,,,,,,,,,,,,,
US_0000000000001849,US_0000000000002286,US_0000000000001409,US_0000000000000289,US_0000000000002045,US_0000000000023274,US_0000000000034051,US_0000000000001100,US_0000000000001915,US_0000000000000761,US_0000000000001549,US_0000000000000760,US_0000000000001392,US_0000000000001252,US_0000000000001331,US_0000000000001375,US_0000000000019547,US_0000000000019548,US_0000000000001794,US_0000000000001508,US_0000000000001493,US_0000000000002386,US_0000000000000129,US_0000000000005046,US_0000000000000131,US_0000000000001017,US_0000000000000294,US_0000000000001908,US_0000000000001792,US_0000000000002803,US_0000000000025261,US_0000000000030599,US_0000000000000286,US_0000000000007783,US_0000000000003357,US_0000000000000769,US_0000000000002157,US_0000000000000655,US_0000000000001104,US_0000000000004418,US_0000000000018359,US_0000000000002156,US_0000000000001103,US_0000000000000041,US_0000000000000273,US_0000000000000272,US_0000000000000208,US_0000000000001262,US_0000000000001340,US_0000000000001551,US_0000000000001475,US_0000000000010292,US_0000000000002372,US_0000000000020375,US_0000000000001254,US_0000000000000197,US_0000000000000107,US_0000000000000212,US_0000000000000005,US_0000000000003829,US_0000000000005579,US_0000000000003976,US_0000000000000532,US_0000000000002332,US_0000000000001843,US_0000000000009035,US_0000000000003801,US_0000000000003836,US_0000000000003557,US_0000000000004002,US_0000000000001411,US_0000000000002326,US_0000000000001380,US_0000000000007308,US_0000000000001710,US_0000000000012917,US_0000000000007361,US_0000000000001500,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000001427,US_0000000000019548,US_0000000000001794,US_0000000000019547,US_0000000000001508,US_0000000000001426,US_0000000000004004,US_0000000000001523,US_0000000000001521,US_0000000000000798,US_0000000000001955,US_0000000000003557,US_0000000000002088,US_0000000000003666,US_0000000000002659,US_0000000000004002,US_0000000000020375,US_0000000000003993,US_0000000000003552,US_0000000000009035,US_0000000000004018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002568,US_0000000000001893,US_0000000000001400,US_0000000000001479,US_0000000000005585,US_0000000000000071,US_0000000000001645,US_0000000000005624,US_0000000000002086,US_0000000000003633,US_0000000000001523,US_0000000000004039,US_0000000000004015,US_0000000000003933,US_0000000000003599,US_0000000000005786,US_0000000000001955,US_0000000000001479,US_0000000000001715,US_0000000000002088,US_0000000000009035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US_0000000000002313,US_0000000000005615,US_0000000000003552,US_0000000000003993,US_0000000000005624,US_0000000000003557,US_0000000000004002,US_0000000000001523,US_0000000000001719,US_0000000000000640,US_0000000000025166,US_0000000000002088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
